number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_subsample,state,model,params_min_child_samples,params_reg_alpha,params_reg_lambda,params_bagging_temperature,params_depth,params_iterations,params_l2_leaf_reg,params_random_strength,params_C,params_penalty,params_threshold
17,0.6432184373920689,2026-01-10 16:34:34.377923,2026-01-10 16:34:37.736512,0 days 00:00:03.358589,,,,,,,,COMPLETE,meta_learner,,,,,,,,,16.94383886087411,l2,0.28222186302848196
18,0.6727717972954522,2026-01-10 16:34:37.738499,2026-01-10 16:34:40.632558,0 days 00:00:02.894059,,,,,,,,COMPLETE,meta_learner,,,,,,,,,3.204888885341095,l2,0.23444717360723774
19,0.6333516442483041,2026-01-10 16:34:40.635532,2026-01-10 16:34:43.971212,0 days 00:00:03.335680,,,,,,,,COMPLETE,meta_learner,,,,,,,,,21.24237810264061,l2,0.2972216651204019
20,0.6767634924386036,2026-01-10 16:34:43.973204,2026-01-10 16:34:47.405234,0 days 00:00:03.432030,,,,,,,,COMPLETE,meta_learner,,,,,,,,,99.26866770500916,l2,0.22665030813353176
21,0.6887162552402386,2026-01-10 16:34:47.406213,2026-01-10 16:34:51.215735,0 days 00:00:03.809522,,,,,,,,COMPLETE,meta_learner,,,,,,,,,35.01055024238647,l2,0.20442734409297372
22,0.6531659749074863,2026-01-10 16:34:51.218728,2026-01-10 16:34:54.480165,0 days 00:00:03.261437,,,,,,,,COMPLETE,meta_learner,,,,,,,,,4.458349878424649,l2,0.26660744790251134
23,0.6717570455148117,2026-01-10 16:34:54.483149,2026-01-10 16:34:58.104431,0 days 00:00:03.621282,,,,,,,,COMPLETE,meta_learner,,,,,,,,,96.9171809898096,l2,0.23632570947559406
24,0.6769471758537121,2026-01-10 16:34:58.106412,2026-01-10 16:35:01.988371,0 days 00:00:03.881959,,,,,,,,COMPLETE,meta_learner,,,,,,,,,36.442645439371915,l2,0.22633841017140086
25,0.6902570258232346,2026-01-10 16:35:01.989368,2026-01-10 16:35:05.427184,0 days 00:00:03.437816,,,,,,,,COMPLETE,meta_learner,,,,,,,,,1.973072411270085,l2,0.20058715948744008
26,0.6178574617179718,2026-01-10 16:35:05.429179,2026-01-10 16:35:09.630815,0 days 00:00:04.201636,,,,,,,,COMPLETE,meta_learner,,,,,,,,,2.1511319514994836,l2,0.32163296155386384
27,0.6479705739309182,2026-01-10 16:35:09.632818,2026-01-10 16:35:13.142498,0 days 00:00:03.509680,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.290514430727837,l2,0.27563284154162837
28,0.6763899321182758,2026-01-10 16:35:13.143870,2026-01-10 16:35:16.801667,0 days 00:00:03.657797,,,,,,,,COMPLETE,meta_learner,,,,,,,,,7.955545195514285,l2,0.22741775522175825
29,0.5807475631993936,2026-01-10 16:35:16.803667,2026-01-10 16:35:20.563023,0 days 00:00:03.759356,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.538328509474722,l1,0.3730847521669034
30,0.5588130056151575,2026-01-10 16:35:20.566002,2026-01-10 16:35:24.071819,0 days 00:00:03.505817,,,,,,,,COMPLETE,meta_learner,,,,,,,,,13.33568430952216,l2,0.3999606917923157
31,0.6900012234975107,2026-01-10 16:35:24.074794,2026-01-10 16:35:27.279711,0 days 00:00:03.204917,,,,,,,,COMPLETE,meta_learner,,,,,,,,,2.0995509495425813,l2,0.2013861280527559
32,0.6798069322872129,2026-01-10 16:35:27.281711,2026-01-10 16:35:30.727833,0 days 00:00:03.446122,,,,,,,,COMPLETE,meta_learner,,,,,,,,,2.5605121946944456,l2,0.2210678187163445
33,0.6653703240530771,2026-01-10 16:35:30.730797,2026-01-10 16:35:34.409392,0 days 00:00:03.678595,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.13314326633959175,l2,0.24732206246423158
34,0.6845320781978503,2026-01-10 16:35:34.412924,2026-01-10 16:35:38.183512,0 days 00:00:03.770588,,,,,,,,COMPLETE,meta_learner,,,,,,,,,1.383973085581622,l1,0.21267636856561403
35,0.669200583587182,2026-01-10 16:35:38.185509,2026-01-10 16:35:42.070103,0 days 00:00:03.884594,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.5670722378459409,l1,0.24066409155293086
36,0.6537421034590267,2026-01-10 16:35:42.072085,2026-01-10 16:35:45.242061,0 days 00:00:03.169976,,,,,,,,COMPLETE,meta_learner,,,,,,,,,1.8383294579853777,l2,0.26559508779651914
37,0.5153993008898654,2026-01-10 16:35:45.244059,2026-01-10 16:35:48.976037,0 days 00:00:03.731978,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.0519685036841208,l1,0.4449605804031611
38,0.46099221637260085,2026-01-10 16:35:48.978037,2026-01-10 16:35:52.173953,0 days 00:00:03.195916,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.6099374640951079,l2,0.49424400501633947
39,0.6572701100713011,2026-01-10 16:35:52.176929,2026-01-10 16:35:55.640622,0 days 00:00:03.463693,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.01049336867809985,l2,0.26210557396809586
40,0.683545131443405,2026-01-10 16:35:55.642614,2026-01-10 16:35:59.343515,0 days 00:00:03.700901,,,,,,,,COMPLETE,meta_learner,,,,,,,,,12.321401965320671,l1,0.21451299250492806
41,0.6858398212546019,2026-01-10 16:35:59.345505,2026-01-10 16:36:02.845919,0 days 00:00:03.500414,,,,,,,,COMPLETE,meta_learner,,,,,,,,,40.36432187293923,l2,0.21013349715152319
42,0.6897109363770312,2026-01-10 16:36:02.848072,2026-01-10 16:36:06.490562,0 days 00:00:03.642490,,,,,,,,COMPLETE,meta_learner,,,,,,,,,25.95141360420433,l2,0.2019563362482733
43,0.689965890260471,2026-01-10 16:36:06.491565,2026-01-10 16:36:10.120506,0 days 00:00:03.628941,,,,,,,,COMPLETE,meta_learner,,,,,,,,,26.3915052767774,l2,0.20139339925484648
44,0.6710031424283329,2026-01-10 16:36:10.122504,2026-01-10 16:36:13.420721,0 days 00:00:03.298217,,,,,,,,COMPLETE,meta_learner,,,,,,,,,4.802478618082877,l2,0.23801880018988839
45,0.6900688293638532,2026-01-10 16:36:13.422723,2026-01-10 16:36:16.958621,0 days 00:00:03.535898,,,,,,,,COMPLETE,meta_learner,,,,,,,,,10.058182476399121,l2,0.2011578314291558
46,0.6786326359873289,2026-01-10 16:36:16.960554,2026-01-10 16:36:20.402611,0 days 00:00:03.442057,,,,,,,,COMPLETE,meta_learner,,,,,,,,,10.858316244751107,l2,0.2229668758988331
47,0.6333401761935705,2026-01-10 16:36:20.404621,2026-01-10 16:36:23.316463,0 days 00:00:02.911842,,,,,,,,COMPLETE,meta_learner,,,,,,,,,3.8001087247874024,l2,0.2970022292373213
48,0.6672527256462408,2026-01-10 16:36:23.319462,2026-01-10 16:36:26.627198,0 days 00:00:03.307736,,,,,,,,COMPLETE,meta_learner,,,,,,,,,1.2064068161484074,l2,0.24350838710529252
49,0.4812946555402949,2026-01-10 16:36:26.629190,2026-01-10 16:36:29.855590,0 days 00:00:03.226400,,,,,,,,COMPLETE,meta_learner,,,,,,,,,0.7726046767401646,l2,0.47684543830373405
